"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"855","ASV855",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"856","ASV856",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"857","ASV857",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"858","ASV858",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"859","ASV859",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"860","ASV860",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"861","ASV861",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"862","ASV862",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"863","ASV863",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"864","ASV864",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"865","ASV865",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"866","ASV866",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"867","ASV867",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"868","ASV868",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"869","ASV869",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"870","ASV870",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"871","ASV871",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"872","ASV872",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"873","ASV873",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"874","ASV874",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"875","ASV875",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"876","ASV876",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"877","ASV877",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"878","ASV878",1,"root","no rank",1,"","","","","","",""
"879","ASV879",1,"root","no rank",1,"","","","","","",""
"880","ASV880",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"881","ASV881",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"882","ASV882",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"883","ASV883",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"884","ASV884",9615,"Canis lupus familiaris","subspecies",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"885","ASV885",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"886","ASV886",72057,"Sebastes auriculatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes auriculatus"
"887","ASV887",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"888","ASV888",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"889","ASV889",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"890","ASV890",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"891","ASV891",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"892","ASV892",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"893","ASV893",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"894","ASV894",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"895","ASV895",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"896","ASV896",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"897","ASV897",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"898","ASV898",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"899","ASV899",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"900","ASV900",1,"root","no rank",1,"","","","","","",""
"901","ASV901",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"902","ASV902",1,"root","no rank",1,"","","","","","",""
"903","ASV903",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"904","ASV904",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"905","ASV905",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"906","ASV906",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"907","ASV907",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"908","ASV908",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"909","ASV909",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"910","ASV910",1,"root","no rank",1,"","","","","","",""
"911","ASV911",1,"root","no rank",1,"","","","","","",""
"912","ASV912",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"913","ASV913",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"914","ASV914",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"915","ASV915",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"916","ASV916",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"917","ASV917",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"918","ASV918",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"919","ASV919",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"920","ASV920",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"921","ASV921",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"922","ASV922",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"923","ASV923",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"924","ASV924",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"925","ASV925",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"926","ASV926",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"927","ASV927",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"928","ASV928",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"929","ASV929",433405,"Anarrhichthys ocellatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus"
"930","ASV930",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"931","ASV931",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"932","ASV932",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"933","ASV933",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"934","ASV934",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"935","ASV935",1,"root","no rank",1,"","","","","","",""
"936","ASV936",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"937","ASV937",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"938","ASV938",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"939","ASV939",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"940","ASV940",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"941","ASV941",433387,"Lycodes brevipes","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes brevipes"
"942","ASV942",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"943","ASV943",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"944","ASV944",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"945","ASV945",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"946","ASV946",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"947","ASV947",1,"root","no rank",1,"","","","","","",""
"948","ASV948",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"949","ASV949",1,"root","no rank",1,"","","","","","",""
"950","ASV950",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"951","ASV951",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"952","ASV952",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"953","ASV953",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"954","ASV954",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"955","ASV955",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"956","ASV956",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"957","ASV957",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"958","ASV958",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"959","ASV959",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"960","ASV960",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"961","ASV961",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"962","ASV962",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"963","ASV963",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"964","ASV964",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"965","ASV965",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"966","ASV966",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"967","ASV967",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"968","ASV968",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"969","ASV969",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"970","ASV970",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"971","ASV971",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"972","ASV972",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"973","ASV973",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"974","ASV974",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"975","ASV975",8099,"Leocottus kesslerii","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Leocottus","Leocottus kesslerii"
"976","ASV976",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"977","ASV977",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"978","ASV978",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"979","ASV979",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"980","ASV980",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"981","ASV981",1,"root","no rank",1,"","","","","","",""
"982","ASV982",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"983","ASV983",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"984","ASV984",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"985","ASV985",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"986","ASV986",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"987","ASV987",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"988","ASV988",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"989","ASV989",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"990","ASV990",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"991","ASV991",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"992","ASV992",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"993","ASV993",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"994","ASV994",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"995","ASV995",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"996","ASV996",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"997","ASV997",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"998","ASV998",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"999","ASV999",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1000","ASV1000",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1001","ASV1001",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1002","ASV1002",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1003","ASV1003",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1004","ASV1004",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1005","ASV1005",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1006","ASV1006",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1007","ASV1007",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1008","ASV1008",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1009","ASV1009",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1010","ASV1010",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1011","ASV1011",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1012","ASV1012",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1013","ASV1013",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1014","ASV1014",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1015","ASV1015",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1016","ASV1016",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1017","ASV1017",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1018","ASV1018",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1019","ASV1019",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1020","ASV1020",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1021","ASV1021",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1022","ASV1022",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1023","ASV1023",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1024","ASV1024",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1025","ASV1025",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1026","ASV1026",459047,"Clinocottus globiceps","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Clinocottus","Clinocottus globiceps"
"1027","ASV1027",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1028","ASV1028",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1029","ASV1029",8045,"Gadidae","family",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","",""
"1030","ASV1030",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1031","ASV1031",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1032","ASV1032",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1033","ASV1033",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1034","ASV1034",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1035","ASV1035",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1036","ASV1036",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1037","ASV1037",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1038","ASV1038",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1039","ASV1039",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1040","ASV1040",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1041","ASV1041",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1042","ASV1042",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1043","ASV1043",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1044","ASV1044",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1045","ASV1045",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1046","ASV1046",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1047","ASV1047",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"1048","ASV1048",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1049","ASV1049",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1050","ASV1050",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1051","ASV1051",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1052","ASV1052",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1053","ASV1053",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1054","ASV1054",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1055","ASV1055",1,"root","no rank",1,"","","","","","",""
"1056","ASV1056",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1057","ASV1057",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1058","ASV1058",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1059","ASV1059",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1060","ASV1060",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1061","ASV1061",1188226,"Bathymaster caeruleofasciatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Bathymasteridae","Bathymaster","Bathymaster caeruleofasciatus"
"1062","ASV1062",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1063","ASV1063",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1064","ASV1064",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1065","ASV1065",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1066","ASV1066",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1067","ASV1067",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1068","ASV1068",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1069","ASV1069",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1070","ASV1070",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1071","ASV1071",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1072","ASV1072",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1073","ASV1073",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1074","ASV1074",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1075","ASV1075",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1076","ASV1076",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1077","ASV1077",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1078","ASV1078",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1079","ASV1079",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1080","ASV1080",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1081","ASV1081",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1082","ASV1082",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1083","ASV1083",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1084","ASV1084",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1085","ASV1085",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1086","ASV1086",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1087","ASV1087",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1088","ASV1088",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1089","ASV1089",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1090","ASV1090",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1091","ASV1091",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1092","ASV1092",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1093","ASV1093",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1094","ASV1094",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1095","ASV1095",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1096","ASV1096",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1097","ASV1097",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1098","ASV1098",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1099","ASV1099",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1100","ASV1100",123240,"Stenobrachius nannochir","species",NA,"Metazoa","Chordata","Actinopteri","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius nannochir"
"1101","ASV1101",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1102","ASV1102",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1103","ASV1103",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1104","ASV1104",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1105","ASV1105",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1106","ASV1106",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1107","ASV1107",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1108","ASV1108",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1109","ASV1109",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1110","ASV1110",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
